Name,2MASS Name,WISE Name,SDSS Name,Other Name,DiscRef,R.A. (h:m:s),Decl. (d:m:s),R.A. (deg),Decl. (deg),SpT_OPT,Ref,SpT_NIR,Ref,Peculiarities,Ref,Candidacy,Type,Ref,D_Trig (pc),eD_Trig-,eD_Trig+,Ref,2MASS-WISE-μα,2MASS-WISE-μδ,μα (mas/yr),μδ (mas/yr),Ref,RV,Ref,2MASS-J,2MASS-H,2MASS-K,WISE-W1,WISE-W2,WISE-W3,WISE-W4,USNO-B,USNO-R,SDSS-u’,SDSS-g’,SDSS-r’,SDSS-i’,SDSS-z’,DENIS-I,DENIS-J,DENIS-KS,CSS-I,UCAC4-R,UCAC4-I,IRAC-ch1,Ref,IRAC-ch2,Ref,IRAC-ch3,Ref,IRAC-ch4,Ref,MKO-Y,Ref,MKO-J,Ref,MKO-H,Ref,MKO-K,Ref,MKO-L’,Ref,CH4on,Ref,CFHT-Y,Ref,VJ,Ref,RC,Ref,IC,Ref,InDwarfArchive,Comments
J0849+5916,08493409+5916233,084934.01+591622.6,084934.05+591622.9,,Schmidt2010,8:49:34,59:16:23,132.3918705,59.273028,L0,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-49.7 ± 7.2,-64.4 ± 16.8,...,...,,50.0 ± 19.6,Schmidt2010,16.285 ± 0.095,15.379 ± 0.133,15.033 ± 0.123,14.599 ± 0.032,14.432 ± 0.055,> 12.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0850+1057,08503593+1057156,085035.81+105715.5,,2MASSs J0850359+105716,Kirkpatrick1999,8:50:36,10:57:16,132.6497085,10.954333,L6+L6,Faherty2011,...,...,Binary-Equal,Reid2001,...,...,...,33.22,0.88,0.88,Dupuy2012,-139.1 ± 10.5,-8.7 ± 12.4,-144.50 ± 2.00,-7.57 ± 2.27,Dahn2002,...,...,16.465 ± 0.112,15.221 ± 0.092,14.473 ± 0.066,13.512 ± 0.027,12.949 ± 0.031,11.629 ± 0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,Binary: a=0.16'' @ 250 deg (2/1/2000) (Reid et al. 2001)
J0851+1817,08511627+1817302,085116.12+181729.8,085116.20+181730.0,,Chiu2006,8:51:16,18:17:30,132.817791,18.291722,...,...,L4.5,Chiu2006,...,...,...,...,...,...,...,...,...,-185.6 ± 15.5,-29.1 ± 19.8,...,...,,...,...,16.567 ± 0.121,15.948 ± 0.154,14.968 ± 0.105,14.009 ± 0.031,13.664 ± 0.044,> 12.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0851+0053,...,,,ULAS J085139.03+005340.9,Burningham2010b,8:51:39,0:53:41,132.91262,0.89469444,...,...,T4,Burningham2010b,...,...,...,...,...,...,...,...,...,,,...,...,,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,20.12 ± 0.02,Burningham2010b,18.80 ± 0.02,Burningham2010b,18.96 ± 0.02,Burningham2010b,19.01 ± 0.03,Burningham2010b,,,,,,,,,,,,,X,
J0852+0940,08521442+0940480,085214.39+094047.9,,,West2008,8:52:14,9:40:48,133.06006,9.68,L0,West2008,...,...,Galactic Extinction > 0.2 mag,West2008,...,...,...,...,...,...,...,-40.5 ± 16.4,-5.4 ± 18.0,,,,22.2 ± 9.1,West2008;Schmidt2010,16.079 ± 0.082,15.361 ± 0.100,14.906 ± 0.091,14.560 ± 0.034,14.174 ± 0.050,> 12.754,,,,24.35 ± 0.89,24.43 ± 0.40,23.15 ± 0.22,20.33 ± 0.03,18.40 ± 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0852+4720,08523490+4720359,085234.85+472031.1,085234.90+472035.0,,Knapp2004,8:52:35,47:20:36,133.1454165,47.343306,...,...,L9.5,Knapp2004,...,...,...,...,...,...,...,...,...,-48.4 ± 7.7,-412.6 ± 13.5,...,...,,...,...,16.182 ± 0.109,15.419 ± 0.146,14.718 ± 0.116,13.742 ± 0.028,13.210 ± 0.032,11.850 ± 0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0853+0006,...,,,ULAS J085342.94+000651.8,Burningham2010b,8:53:43,0:06:52,133.42892,0.11431056,...,...,T6 p,Burningham2010b,Peculiar Spectrum,Burningham2010b,...,...,...,...,...,...,...,,,...,...,,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,19.78 ± 0.11,Burningham2010b,18.63 ± 0.03,Burningham2010b,19.21 ± 0.06,Burningham2010b,19.26 ± 0.13,Burningham2010b,,,,,,,,,,,,,X,
J0853+2233,08535917+2233363,085359.03+223335.4,085359.10+223335.8,,Schmidt2010,8:53:59,22:33:36,133.49625,22.559944,L2,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-167.0 ± 14.4,-70.9 ± 16.7,...,...,,...,...,16.299 ± 0.098,15.288 ± 0.088,14.851 ± 0.097,14.458 ± 0.034,14.327 ± 0.067,> 11.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0855-0714,...,085510.83-071442.5,,WISE J085510.83-071442.5,Luhman2014b,8:55:11,-7:14:28,133.79746,-7.241,...,...,> Y0,Luhman2014b,...,...,...,...,...,2.23,0.16,0.16,Wright2014,,,-8060 ± 90,700 ± 70,Luhman2014b,,,> 23,...,> 18.6,17.819 ± 0.327,14.016 ± 0.048 ,> 11.25,> 9,,,,,,,,,,,,,,17.44 ± 0.05,Luhman2014b,13.89 ± 0.02,Luhman2014b,,,,,> 24.4,Beamin2014,> 24,Faherty2014,> 22.7,Wright2014,> 18.6,Luhman2014b,,,,,,,,,,,,,,
J0856+1240,08560211+1240150,085601.99+124014.3,085602.05+124014.3,,Schmidt2010,8:56:02,12:40:14,134.0085405,12.670639,L0,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-135.1 ± 12.5,-62.0 ± 11.9,...,...,,...,...,15.452 ± 0.052,14.674 ± 0.048,14.275 ± 0.050,13.909 ± 0.028,13.702 ± 0.046,> 12.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0856+2235,08564793+2235182,085647.77+223518.0,,2MASSI J0856479+223518,Cruz2003,8:56:48,22:35:18,134.199708,22.588389,L3:,Cruz2003,...,...,Binary?,Bouy2003,...,...,...,30.86,0.95,0.95,Dupuy2012,-193.8 ± 10.3,-9.2 ± 11.1,...,...,,...,...,15.679 ± 0.064,14.580 ± 0.052,13.951 ± 0.046,13.332 ± 0.026,12.983 ± 0.032,12.013 ± 0.310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,Binary?: a=0.098+/-0.009'' @ 275+/-2.0 deg (Bouy et al. 2003)
J0857+0913,...,,,ULAS J085715.96+091325.3,Burningham2010b,8:57:16,9:13:25,134.3165,9.2236814,...,...,T6,Burningham2010b,...,...,...,...,...,...,...,...,...,,,...,...,,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,19.57 ± 0.18,Burningham2010b,18.56 ± 0.03,Burningham2010b,18.89 ± 0.10,Burningham2010b,18.62 ± 0.20,Burningham2010b,,,,,,,,,,,,,X,
J0857+5604,...,085716.24+560407.6,...,WISEPA J085716.25+560407.6,Kirkpatrick2011,8:57:16,56:04:08,134.31771,56.068778,...,...,T8,Kirkpatrick2011,...,...,...,...,...,...,...,...,...,NaN ± NaN,NaN ± NaN,...,...,,,,17.65 ± 0.12,17.49 ± 0.14,17.69 ± 0.22,17.49 ± 0.21,14.11 ± 0.05,> 12.49,> 9.29,,,...,...,...,...,...,,,,,,,16.026 ± 0.030,Kirkpatrick2011,14.137 ± 0.019,Kirkpatrick2011,,,,,...,...,...,...,...,...,...,...,,,,,,,,,,,,,X,
J0857+5708,08575849+5708514,085757.95+570847.5,,SDSSp J085758.45+570851.4,Geballe2002,8:57:58,57:08:51,134.493708,57.147611,L8,Kirkpatrick2008,L8,Geballe2002,...,...,...,...,...,...,...,...,...,-418.1 ± 4.4,-370.6 ± 11.3,...,...,,-123.5 ± 20.0,Schmidt2010,15.038 ± 0.038,13.790 ± 0.041,12.962 ± 0.028,12.019 ± 0.024,11.415 ± 0.021,10.376 ± 0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0858+2214,08580549+2214582,085805.45+221457.5,085805.47+221457.8,,Schmidt2010,8:58:05,22:14:58,134.52279,22.249389,L1,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-55.9 ± 10.0,-58.3 ± 18.5,...,...,,...,...,15.231 ± 0.045,14.420 ± 0.048,13.836 ± 0.046,13.550 ± 0.027,13.312 ± 0.035,> 12.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0858+3256,08583467+3256275,085834.06+325628.2,085834.42+325627.7,,Chiu2006,8:58:35,32:56:28,134.644458,32.940972,...,...,T1,Chiu2006,...,...,...,...,...,...,...,...,...,-628.1 ± 7.3,54.2 ± 9.9,-759.54 ± 0.00,26.52 ± 0.00, ,...,...,16.453 ± 0.114,15.382 ± 0.101,14.756 ± 0.094,14.063 ± 0.030,13.478 ± 0.040,11.209 ± 0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0858+2710,08583693+2710518,085837.02+271049.6,08583697+2710508,,West2008,8:58:37,27:10:51,134.65404,27.180778,L0,West2008,L0,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,98.5 ± 8.9,-186.2 ± 15.0,,,,-23.7 ± 23.2,Schmidt2010;West2008,15.047 ± 0.046,14.229 ± 0.045,13.664 ± 0.045,13.177 ± 0.026,12.873 ± 0.029,11.829 ± 0.246,,,,23.97 ± 0.89,23.82 ± 0.45,22.06 ± 0.11,19.45 ± 0.03,17.63 ± 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0858+1804,08585891+1804463,085858.93+180445.5,085858.92+180445.7,,Schmidt2010,8:58:59,18:04:46,134.7454995,18.079361,L2,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,23.3 ± 19.7,-72.8 ± 23.7,...,...,,24.2 ± 10.0,Schmidt2010,16.346 ± 0.094,15.757 ± 0.105,15.141 ± 0.114,14.693 ± 0.041,14.225 ± 0.059,> 11.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0859+1010,...,,,ULAS J085910.69+101017.1,Pinfield2008,8:59:11,10:10:17,134.79454,10.171436,...,...,T7,Pinfield2008,...,...,...,...,...,...,...,...,...,,,...,...,,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,...,...,19.00 ± 0.07,Pinfield2008,17.88 ± 0.06,Pinfield2008,18.58 ± 0.06,Pinfield2008,,,,,,,,,,,,,X,
J0859-1949,08592547-1949268,085925.22-194927.9,,2MASSI J0859254-194926,Cruz2003,8:59:25,-19:49:28,134.85508,-19.824417,L6::,Cruz2003,L8,Thompson2013,...,...,...,...,...,15.29,1.43,1.43,Faherty2012,-323.4 ± 8.6,-98.1 ± 9.9,-324.46 ± 3.68,-94.70 ± 3.50,Dupuy2012,...,...,15.527 ± 0.052,14.436 ± 0.041,13.751 ± 0.057,12.881 ± 0.024,12.383 ± 0.025,10.990 ± 0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,Cruz et al. (2003) indicate that this object could be a reddened background star
J0859+6341,08593854+6341355,085938.39+634130.5,,,Reid2008,8:59:39,63:41:36,134.9105835,63.693194,L0,Reid2008,M8.5,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,-97.9 ± 3.8,-492.0 ± 11.1,...,...,,11.4 ± 8.7,Schmidt2010,13.701 ± 0.026,12.890 ± 0.029,12.387 ± 0.025,11.987 ± 0.025,11.763 ± 0.022,11.459 ± 0.130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0859+2922,08595976+2922053,085959.78+292204.4,,,West2008,9:00:00,29:22:05,134.99908,29.36814,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,17.2 ± 11.8,-86.3 ± 14.5,,,,-6.7 ± 13.2,West2008;Schmidt2010,15.796 ± 0.065,14.953 ± 0.064,14.616 ± 0.083,14.286 ± 0.031,14.100 ± 0.052,12.676 ± 0.513,,,,24.26 ± 1.22,26.18 ± 0.43,22.50 ± 0.19,20.20 ± 0.03,18.39 ± 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0900+2539,09002367+2539345,090023.70+253934.3,090023.68+253934.3,,Zhang2009,9:00:24,25:39:35,135.098625,25.659583,L6,Zhang2009,L6.5,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,47.3 ± 15.2,-20.2 ± 17.0,...,...,,...,...,16.427 ± 0.114,15.413 ± 0.115,14.658 ± 0.080,14.266 ± 0.031,13.887 ± 0.048,12.222 ± 0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0900+4226,09003922+4226531,090039.19+422653.1,090040.61+422721.5,,Schmidt2010,9:00:41,42:27:22,135.1692105,42.455972,L0,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-27.7 ± 13.0,-1.4 ± 20.4,...,...,,...,...,15.511 ± 0.076,15.130 ± 0.104,15.261 ± 0.174,15.017 ± 0.040,15.084 ± 0.096,> 12.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0901-0306,...,,,ULAS J090116.23-030635.0,Lodieu2007,9:01:16,-3:06:35,135.31763,-3.1098194,...,...,T7.5,Lodieu2007,...,...,...,...,...,15.97,0.66,0.66,Marocco2010a,,,...,...,,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,18.82 ± 0.05,Lodieu2007,17.90 ± 0.04,Lodieu2007,18.46 ± 0.13,Lodieu2007,> 18.21,Lodieu2007,,,,,,,,,,,,,X,
J0901+1740,...,,,CFBDS J090139.82+174051.3,Albert2011,9:01:40,17:40:51,135.41592,17.680917,...,...,T3.5,Albert2011,...,...,...,...,...,...,...,...,...,,,-66.17 ± 13.89,-87.87 ± 13.94,Albert2011,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.980 ± 0.030,,17.760 ± 0.050,,...,,,,,,,,,,,,,,X,
J0903+0114,09034756+0114462,090347.54+011445.9,090347.55+011446.0,,Zhang2009,9:03:48,1:14:46,135.9481665,1.246167,L2,Zhang2009,...,...,...,...,...,...,...,...,...,...,...,-28.9 ± 21.6,-32.3 ± 21.3,-283.15 ± 0.00,-607.23 ± 0.00,Zhang2009,-15.2 ± 18.7,Schmidt2010,16.449 ± 0.138,15.603 ± 0.105,14.887 ± 0.127,14.539 ± 0.033,14.323 ± 0.058,> 12.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0904+1653,...,,,CFBDS J090449.60+165347.0,Albert2011,9:04:50,16:53:47,136.2066705,16.896389,...,...,T4,Albert2011,...,...,...,...,...,...,...,...,...,,,-165.02 ± 15.69,-150.00 ± 15.73,Albert2011,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.020 ± 0.030,,17.930 ± 0.050,,17.880 ± 0.040,,,,,,,,,,,,,,X,
J0905+1954,09053102+1954334,090530.99+195432.9,090531.00+195433.0,,Schmidt2010,9:05:31,19:54:33,136.3791705,19.909167,L0,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-37.3 ± 13.2,-39.4 ± 15.2,...,...,,...,...,15.943 ± 0.072,15.101 ± 0.059,14.536 ± 0.061,14.252 ± 0.031,14.043 ± 0.054,> 12.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0905+5623,09054654+5623117,090546.55+562312.9,,,Reid2008,9:05:47,56:23:12,136.4439315,56.386608,L5,Reid2008,...,...,...,...,...,...,...,...,...,...,...,5.3 ± 5.4,113.0 ± 10.7,...,...,,...,...,15.395 ± 0.051,14.284 ± 0.040,13.730 ± 0.036,12.986 ± 0.024,12.662 ± 0.026,12.373 ± 0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0906+4735,...,090649.35+473538.5,...,WISEPA J090649.36+473538.6,Kirkpatrick2011,9:06:49,47:35:39,136.7056695,47.594056,...,...,T8,Kirkpatrick2011,...,...,...,...,...,...,...,...,...,,,...,...,,,,18.16 ± 0.16,17.81 ± 0.16,18.54 ± 0.34,17.342 ± 0.209,14.595 ± 0.071,12.551 ± 0.461,> 8.746,,,...,...,...,...,...,,,,,,,16.474 ± 0.037,Kirkpatrick2011,14.554 ± 0.020,Kirkpatrick2011,,,,,...,...,...,...,...,...,...,...,,,,,,,,,,,,,X,
J0907+4509,09073765+4509359,090737.73+450935.4,,,West2008,9:07:38,45:09:36,136.90699,45.15993,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,74.3 ± 6.1,-44.1 ± 9.5,,,,-6.5 ± 5.0,West2008,14.411 ± 0.031,13.742 ± 0.031,13.414 ± 0.040,13.012 ± 0.025,12.728 ± 0.028,11.768 ± 0.196,,,,24.11 ± 0.58,23.34 ± 0.30,21.22 ± 0.06,18.51 ± 0.02,16.70 ± 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0908+5032,09083803+5032088,090837.56+503203.6,,2MASSI J0908380+503208,Cruz2003,9:08:38,50:32:09,137.158458,50.535778,L5,Cruz2003,L9,Knapp2004,...,...,...,...,...,...,...,...,...,-405.3 ± 5.1,-466.4 ± 10.1,-395.06 ± 21.76,-477.55 ± 21.30,Jameson2008,-33.2 ± 20.0,Schmidt2010,14.549 ± 0.020,13.477 ± 0.029,12.945 ± 0.026,12.087 ± 0.022,11.646 ± 0.023,10.755 ± 0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0909+6525,09090085+6525275,090900.49+652526.5,090900.73+652527.2,,Chiu2006,9:09:01,65:25:28,137.2535415,65.424306,...,...,T1.5,Chiu2006,Candidate T1.5 + T2.5 binary,Burgasser2010a,...,...,...,...,...,...,...,-221.9 ± 6.7,-97.2 ± 21.2,...,...,,...,...,16.034 ± 0.086,15.214 ± 0.097,15.171 ± 0.151,14.510 ± 0.039,13.483 ± 0.043,10.362 ± 0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0909+1940,09094822+1940428,090948.04+194045.0,090948.13+194043.9,,Schmidt2010,9:09:48,19:40:44,137.4505395,19.678861,L1,Schmidt2010,L0,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,-214.2 ± 11.3,192.5 ± 11.1,...,...,,0.3 ± 3.1,Schmidt2010,14.733 ± 0.030,13.925 ± 0.032,13.440 ± 0.032,13.131 ± 0.026,12.866 ± 0.029,11.612 ± 0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0909-0658,09095749-0658186,090957.34-065818.3,,DENIS-P J0909-0658,Delfosse1999,9:09:57,-6:58:19,137.489541,-6.971833,L0,Kirkpatrick2008,L0,Bardalez-Gagliuffi2014,...,...,...,...,...,23.53,2.33,2.33,Andrei2010,-190.3 ± 8.7,22.0 ± 10.5,-183.94 ± 2.52,20.70 ± 3.00,Dupuy2012,...,...,13.890 ± 0.021,13.090 ± 0.020,12.539 ± 0.024,12.207 ± 0.023,11.957 ± 0.022,11.300 ± 0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0911+7401,09111297+7401081,091112.50+740106.6,,,Reid2008,9:11:13,74:01:08,137.8040415,74.018917,L0,Reid2008,...,...,...,...,...,...,...,...,...,...,...,-196.1 ± 2.1,-152.9 ± 10.8,-199.17 ± 38.52,-167.12 ± 37.87,Schmidt2007,-4.0 ± 0.2,Blake2010,12.921 ± 0.024,12.205 ± 0.028,11.748 ± 0.025,11.336 ± 0.024,11.017 ± 0.020,10.619 ± 0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0911+3206,09112901+3206447,091128.90+320644.9,,,West2008,9:11:29,32:06:45,137.87063,32.11242,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,-112.6 ± 12.7,16.9 ± 16.9,,,,-29.7 ± 13.1,Schmidt2010;West2008,15.898 ± 0.083,15.219 ± 0.101,14.778 ± 0.124,14.536 ± 0.034,14.424 ± 0.067,> 12.652,,,,25.26 ± 0.71,25.44 ± 0.45,23.13 ± 0.99,20.32 ± 0.03,18.42 ± 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0912+4203,09120640+4203304,091206.24+420331.2,,,West2008,9:12:06,42:03:31,138.0265,42.0585,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,-144.3 ± 10.7,66.1 ± 15.7,,,,17.7 ± 27.0,West2008;Schmidt2010,15.986 ± 0.090,15.376 ± 0.104,14.934 ± 0.124,14.692 ± 0.031,14.298 ± 0.053,> 12.710,,,,24.26 ± 0.75,24.55 ± 0.36,22.78 ± 0.16,20.09 ± 0.03,18.25 ± 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0912+1459,09121469+1459396,091214.23+145942.8,,Gl 337CD,Wilson2001,9:12:15,14:59:40,138.061209,14.994333,L8,Wilson2001,T0,Burgasser2006,Binary,Burgasser2005,...,...,...,20.36,0.22,0.22,VanLeeuwen2007,-535.9 ± 9.8,262.5 ± 10.6,-524.48 ± 0.87,245.12 ± 0.67,Perryman1997,...,...,15.512 ± 0.077,14.621 ± 0.080,14.043 ± 0.062,13.225 ± 0.028,12.484 ± 0.028,11.331 ± 0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,Gl 337C is itself a binary (separation 0.53+/-0.03'' @ 291+/-8 deg; Burgasser; Kirkpatrick; & Lowrance 2005) located 43'' from binary Gl 337AB (Wilson et al. 2001)
J0913+1841,09130320+1841501,091303.22+184147.9,,2MASSW J0913032+184150,Kirkpatrick1999,9:13:03,18:41:50,138.263334,18.69725,L3,Kirkpatrick1999,...,...,...,...,...,...,...,...,...,...,...,21.3 ± 9.9,-178.7 ± 11.0,...,...,,...,...,15.966 ± 0.054,14.844 ± 0.047,14.279 ± 0.051,13.752 ± 0.028,13.445 ± 0.037,> 12.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0915+3831,09152436+3831285,091524.30+383128.2,,,West2008,9:15:24,38:31:28,138.85143,38.52453,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,-60.4 ± 11.3,-23.3 ± 17.4,,,,34.0 ± 8.2,Schmidt2010;West2008,16.243 ± 0.107,15.316 ± 0.107,14.735 ± 0.112,14.500 ± 0.033,14.173 ± 0.050,> 12.863,,,,23.46 ± 1.71,25.43 ± 0.58,22.82 ± 0.20,20.33 ± 0.04,18.51 ± 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0915+0422,09153413+0422045,091534.08+042204.8,,,Reid2008,9:15:34,4:22:05,138.892209,4.367917,L7,Reid2008,...,...,Binary,Reid2006,...,...,...,...,...,...,...,-91.6 ± 13.1,23.6 ± 12.7,-135.84 ± 153.78,33.87 ± 202.43,Schmidt2007,...,...,14.548 ± 0.028,13.531 ± 0.031,13.011 ± 0.041,12.058 ± 0.025,11.688 ± 0.023,11.027 ± 0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,Binary: sep=0.73'' @ -155.0 deg (Reid et al. 2006)
J0916+2139,09161504+2139512,091614.85+213950.8,,,...,9:16:15,21:39:51,139.06267,21.664222,...,...,L0,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,-213.0 ± 7.5,-36.9 ± 9.1,,,,...,...,13.223 ± 0.021,12.517 ± 0.027,12.074 ± 0.024,11.689 ± 0.024,11.359 ± 0.022,11.053 ± 0.120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0916+1057,09165865+1057192,091658.66+105719.2,091656.32+105740.0,,Schmidt2010,9:16:56,10:57:39,139.2346695,10.961111,L1,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,20.0 ± 10.7,0.7 ± 12.7,...,...,,...,...,13.301 ± 0.023,12.847 ± 0.029,12.724 ± 0.030,12.646 ± 0.024,12.758 ± 0.030,11.837 ± 0.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0917+3148,09171476+3148249,091714.75+314824.7,091714.76+314824.8,,Zhang2009,9:17:15,31:48:25,139.3114995,31.806917,L2,Zhang2009,...,...,...,...,...,...,...,...,...,...,...,-14.7 ± 17.9,-13.5 ± 22.7,11.47 ± 0.00,-16.38 ± 0.00,Zhang2009,...,...,16.297 ± 0.102,15.731 ± 0.135,15.011 ± 0.129,14.763 ± 0.036,14.575 ± 0.077,> 12.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0917+2944,09175035+2944455,091750.32+294444.5,,,West2008,9:17:50,29:44:45,139.45974,29.74583,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,-36.8 ± 11.9,-88.4 ± 18.2,,,,24.3 ± 12.4,Schmidt2010;West2008,15.846 ± 0.076,14.973 ± 0.086,14.497 ± 0.082,14.053 ± 0.030,13.835 ± 0.044,> 12.231,,,,26.23 ± 0.49,24.85 ± 0.57,22.90 ± 0.23,20.22 ± 0.03,18.26 ± 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0917+6028,09175418+6028065,091753.93+602805.6,,,Geiβler2011,9:17:54,60:28:07,139.4757495,60.468472,...,...,L5 p(red),Geiβler2011,Red,Geiβler2011,...,...,...,...,...,...,...,-163.4 ± 7.0,-81.5 ± 20.3,...,...,,...,...,> 16.604,15.961 ± 0.127,15.422 ± 0.155,14.556 ± 0.031,14.153 ± 0.045,> 12.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0918+2134,09183815+2134058,091838.44+213404.3,,2MASSW J0918382+213406,Kirkpatrick1999,9:18:38,21:34:06,139.65892,21.568278,L2.5,Kirkpatrick1999,L2.5,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,324.7 ± 9.9,-121.7 ± 11.1,...,...,,...,...,15.662 ± 0.060,> 14.580,13.903 ± 0.042,13.372 ± 0.025,13.071 ± 0.031,> 11.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0920+3517,09201223+3517429,092012.04+351740.6,,2MASSW J0920122+351742,Kirkpatrick2000,9:20:12,35:17:43,140.050959,35.29525,L6.5,Kirkpatrick2000,T0 p,Burgasser2006,Peculiar Spectrum ; Binary,Burgasser2006 ; Reid2001,...,...,...,29.07,0.68,0.68,Dupuy2012,-189.9 ± 7.5,-191.9 ± 9.6,...,...,,...,...,15.625 ± 0.062,14.673 ± 0.056,13.979 ± 0.061,13.297 ± 0.025,12.828 ± 0.028,12.406 ± 0.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,Binary: a=0.07'' @ 90 deg (2/9/2000) (Reid et al. 2001)
